ntp_time,throughput,durasi
1659494260.130032,3498.0,12.604886054992676
1659494272.81487,8781.0,3.8945229053497314
1659494276.726768,5892.0,5.820288896560669
1659494282.582921,7823.0,4.395899057388306
1659494287.107831,9362.0,3.658566951751709
1659494290.82398,10965.0,3.133624792098999
1659494293.975809,11925.0,2.86946702003479
1659494296.950515,14506.0,2.3350250720977783
1659494299.31424,5687.0,5.931818008422852
1659494305.386077,7707.0,4.098958969116211
1659494309.168004,4590.0,8.210969924926758
1659494317.405876,11631.0,3.5444560050964355
1659494321.678833,13871.0,2.472662925720215
1659494324.719035,13584.0,2.6126391887664795
1659494327.648777,9613.0,3.659907102584839
1659494331.362861,11031.0,3.1704320907592773
1659494334.619644,13846.0,2.524541139602661
1659494337.167179,11141.0,3.1464459896087646
1659494340.341658,18876.0,1.9208548069000244
1659494342.344957,14696.0,2.473453998565674
1659494344.842601,6330.0,6.7576539516448975
1659494351.643637,27562.0,1.3161721229553223
1659494352.975379,44554.0,0.8846158981323242
1659494353.877065,44940.0,0.8662121295928955
1659494354.760995,118415.0,0.3012111186981201
1659494355.643678,38679.0,0.9011459350585938
1659494356.558873,41194.0,0.8433799743652344
1659494357.422961,23243.0,1.473526954650879
1659494358.916817,39140.0,0.9059841632843018
1659494359.84444,44379.0,0.7554280757904053
1659494360.616161,4797.0,7.653526782989502
1659494368.309213,14063.0,2.8095619678497314
1659494371.247536,22998.0,1.5064570903778076
1659494372.841035,9457.0,3.928338050842285
1659494376.818296,21679.0,1.690751075744629
1659494378.522991,19737.0,1.8356540203094482
1659494380.373582,18210.0,2.014348030090332
1659494382.45164,21321.0,1.7312850952148438
1659494384.198158,4919.0,7.570587873458862
1659494391.786145,16337.0,2.255108118057251
1659494394.448964,5628.0,7.975010871887207
1659494402.444619,8142.0,4.990808010101318
1659494407.461743,17579.0,1.9753518104553223
1659494409.576894,21962.0,1.6249220371246338
1659494411.224975,20054.0,1.7836008071899414
1659494413.321891,26901.0,1.3277668952941895
1659494414.710571,21561.0,1.6559958457946777
1659494416.498601,20126.0,1.7800960540771484
1659494418.548729,7460.0,4.803230047225952
1659494423.377405,22396.0,1.6005840301513672
1659494424.99131,4195.0,9.950318098068237
1659494435.199926,27579.0,1.3086791038513184
1659494436.529847,27949.0,1.249946117401123
1659494437.799628,31152.0,1.1207129955291748
1659494439.006725,8524.0,4.093519926071167
1659494443.12192,31592.0,1.1045889854431152
1659494444.250184,16886.0,2.0672719478607178
1659494446.363469,23533.0,1.4893250465393066
1659494447.885013,28251.0,1.2354519367218018
1659494449.143658,26998.0,0.9949901103973389
1659494450.15486,4751.0,8.931838989257812
1659494459.108029,13260.0,2.9810850620269775
1659494462.905643,6228.0,5.6701319217681885
1659494468.743942,10419.0,3.4028680324554443
1659494472.228735,6794.0,5.204323053359985
1659494477.548563,6716.0,5.250704050064087
1659494482.82227,13094.0,2.7134339809417725
1659494485.574466,15696.0,2.24938702583313
1659494487.862579,10000.0,3.5211269855499268
1659494491.430901,12434.0,2.833379030227661
1659494494.357624,4500.0,9.3988938331604
1659494503.901007,14202.0,2.5865161418914795
1659494506.538595,8651.0,4.119478940963745
1659494510.709749,16262.0,2.201751947402954
1659494513.080166,24634.0,1.4456617832183838
1659494514.544821,17593.0,2.0224368572235107
1659494516.579391,18298.0,1.953474998474121
1659494518.552084,24502.0,1.4556210041046143
1659494520.797963,13710.0,2.6005380153656006
1659494523.423227,14825.0,2.398833990097046
1659494525.855062,6242.0,6.829542875289917
1659494532.698064,48571.0,0.7313768863677979
1659494533.447156,38178.0,1.0073051452636719
1659494534.480573,51812.0,0.7669680118560791
1659494535.261119,60393.0,0.6103219985961914
1659494535.901419,47259.0,0.7628390789031982
1659494536.679439,36219.0,0.9851338863372803
1659494537.677082,22642.0,1.5799849033355713
1659494539.271174,39165.0,0.9105780124664307
1659494540.198243,22735.0,1.5691001415252686
1659494541.892458,6789.0,7.008034944534302
1659494548.922941,25001.0,1.5734269618988037
1659494550.520145,22292.0,1.6602489948272705
1659494552.198392,26044.0,1.3621420860290527
1659494553.594856,13628.0,2.6074280738830566
1659494556.331418,19496.0,1.8205108642578125
1659494558.21569,23490.0,1.5050780773162842
1659494559.807286,19876.0,1.7806110382080078
1659494561.635086,22460.0,1.5780589580535889
1659494563.238013,29916.0,1.214695930480957
1659494564.489439,5222.0,8.436954021453857
1659494572.954293,12318.0,2.175945997238159
1659494575.205796,17194.0,2.0325849056243896
1659494577.255215,12190.0,2.896635055541992
1659494580.173879,24054.0,1.5129292011260986
1659494581.070578,11636.0,3.130702018737793
1659494584.244807,14209.0,2.5599119663238525
1659494586.877402,19073.0,1.902595043182373
1659494588.797455,20095.0,1.8069489002227783
1659494590.629466,25124.0,1.4488959312438965
1659494592.81945,6303.0,6.725301027297974
1659494599.563354,44455.0,0.806614875793457
1659494600.401959,47448.0,0.7578480243682861
1659494601.175435,43987.0,0.8126258850097656
1659494602.041652,49656.0,0.7202761173248291
1659494602.781388,10636.0,3.3705880641937256
1659494606.164182,51400.0,0.6970951557159424
1659494606.873942,9523.0,3.7324001789093018
1659494610.624172,48076.0,0.7131879329681396
1659494611.035791,28239.0,1.1285400390625
1659494612.197739,3265.0,12.938775062561035
1659494625.181442,21087.0,1.6969308853149414
1659494626.892856,23272.0,1.5364351272583008
1659494628.520079,24874.0,1.4414432048797607
1659494629.978014,25905.0,1.3822638988494873
1659494631.39471,19004.0,1.8760688304901123
1659494633.282906,23045.0,1.547976016998291
1659494634.883265,25400.0,1.4084069728851318
1659494636.307877,26304.0,1.3568038940429688
1659494637.678969,9103.0,3.9172170162200928
1659494641.617539,3013.0,14.055386066436768
1659494655.714471,20039.0,1.7858378887176514
1659494657.515447,3581.0,10.016584157943726
1659494667.564424,16412.0,2.1781680583953857
1659494669.768516,21220.0,1.6897640228271484
1659494671.479694,37166.0,0.9670619964599609
1659494672.463208,62976.0,0.5695199966430664
1659494673.350513,40459.0,0.8842220306396484
1659494674.274632,41420.0,0.863394021987915
1659494675.150195,33557.0,1.066270112991333
1659494676.245661,5564.0,7.617829084396362
1659494683.888932,23728.0,1.656095027923584
