ntp_time,throughput
1659494260.130032,33.43577394085507
1659494261.130032,33.43577394085507
1659494262.130032,33.43577394085507
1659494263.130032,33.43577394085507
1659494264.130032,33.43577394085507
1659494265.130032,33.43577394085507
1659494266.130032,33.43577394085507
1659494267.130032,33.43577394085507
1659494268.130032,33.43577394085507
1659494269.130032,33.43577394085507
1659494270.130032,33.43577394085507
1659494271.130032,33.43577394085507
1659494272.130032,55.697501114700394
1659494273.130032,89.77832386890852
1659494274.130032,89.77832386890852
1659494275.130032,89.77832386890852
1659494276.130032,74.35469732344419
1659494277.130032,58.9674916254585
1659494278.130032,58.9674916254585
1659494279.130032,58.9674916254585
1659494280.130032,58.9674916254585
1659494281.130032,58.9674916254585
1659494282.130032,72.97755179244922
1659494283.130032,79.56137084390846
1659494284.130032,79.56137084390846
1659494285.130032,79.56137084390846
1659494286.130032,84.22934896080008
1659494287.130032,95.97461792686782
1659494288.130032,95.97461792686782
1659494289.130032,95.97461792686782
1659494290.130032,106.67378684787256
1659494291.130032,113.0704171952134
1659494292.130032,113.0704171952134
1659494293.130032,118.10981610106842
1659494294.130032,123.30869997600675
1659494295.130032,123.30869997600675
1659494296.130032,140.45039122311076
1659494297.130032,150.83474982728555
1659494298.130032,106.32322421411433
1659494299.130032,56.78119165664325
1659494300.130032,56.78119165664325
1659494301.130032,56.78119165664325
1659494302.130032,56.78119165664325
1659494303.130032,56.78119165664325
1659494304.130032,52.645874735585416
1659494305.130032,78.32424500789594
1659494306.130032,78.32424500789594
1659494307.130032,78.32424500789594
1659494308.130032,78.32424500789594
1659494309.130032,48.37145665393989
1659494310.130032,45.08182060400751
1659494311.130032,45.08182060400751
1659494312.130032,45.08182060400751
1659494313.130032,45.08182060400751
1659494314.130032,45.08182060400751
1659494315.130032,45.08182060400751
1659494316.130032,45.08182060400751
1659494317.130032,96.90022968680717
1659494318.130032,120.17322587438878
1659494319.130032,120.17322587438878
1659494320.130032,102.11066355017921
1659494321.130032,144.06255236290662
1659494322.130032,144.06255236290662
1659494323.130032,66.05224938732408
1659494324.130032,141.00173240656525
1659494325.130032,141.00173240656525
1659494326.130032,84.88411264753614
1659494327.130032,98.65150227892941
1659494328.130032,98.65150227892941
1659494329.130032,98.65150227892941
1659494330.130032,63.784678084253855
1659494331.130032,113.77429913639293
1659494332.130032,113.77429913639293
1659494333.130032,113.77429913639293
1659494334.130032,138.67928102858946
1659494335.130032,143.79593041549012
1659494336.130032,98.7538781488793
1659494337.130032,114.9474357050255
1659494338.130032,114.9474357050255
1659494339.130032,114.9474357050255
1659494340.130032,185.35952203299755
1659494341.130032,197.44026623568863
1659494342.130032,155.86129159598818
1659494343.130032,152.8610766276509
1659494344.130032,111.88613172952462
1659494345.130032,63.63870814419547
1659494346.130032,63.63870814419547
1659494347.130032,63.63870814419547
1659494348.130032,63.63870814419547
1659494349.130032,63.63870814419547
1659494350.130032,63.63870814419547
1659494351.130032,222.5047075173558
1659494352.130032,359.92012744962057
1659494353.130032,473.35462892025157
1659494354.130032,551.6570201300761
1659494355.130032,367.8588680247198
1659494356.130032,366.65129501189864
1659494357.130032,244.01378801040173
1659494358.130032,333.2717985362108
1659494359.130032,448.2221104719487
1659494360.130032,104.25230332063478
1659494361.130032,47.289450328616084
1659494362.130032,47.289450328616084
1659494363.130032,47.289450328616084
1659494364.130032,47.289450328616084
1659494365.130032,47.289450328616084
1659494366.130032,47.289450328616084
1659494367.130032,36.46749254145477
1659494368.130032,146.1102089190653
1659494369.130032,146.1102089190653
1659494370.130032,117.54827898572135
1659494371.130032,241.4008929257201
1659494372.130032,170.1268256397183
1659494373.130032,96.9877813270505
1659494374.130032,96.9877813270505
1659494375.130032,96.9877813270505
1659494376.130032,170.6600516517068
1659494377.130032,227.33391898002589
1659494378.130032,209.22293801903493
1659494379.130032,198.45565948139287
1659494380.130032,190.33745755651324
1659494381.130032,190.33745755651324
1659494382.130032,223.03984750733295
1659494383.130032,165.6764617192178
1659494384.130032,48.59056543200857
1659494385.130032,48.59056543200857
1659494386.130032,48.59056543200857
1659494387.130032,48.59056543200857
1659494388.130032,48.59056543200857
1659494389.130032,48.59056543200857
1659494390.130032,48.59056543200857
1659494391.130032,100.88075675888399
1659494392.130032,170.36214125606952
1659494393.130032,139.99278604199887
1659494394.130032,56.15196386074033
1659494395.130032,56.15196386074033
1659494396.130032,56.15196386074033
1659494397.130032,56.15196386074033
1659494398.130032,56.15196386074033
1659494399.130032,56.15196386074033
1659494400.130032,56.15196386074033
1659494401.130032,54.65206809236368
1659494402.130032,82.96346689294292
1659494403.130032,82.96346689294292
1659494404.130032,82.96346689294292
1659494405.130032,82.96346689294292
1659494406.130032,82.16529482788343
1659494407.130032,183.60791960372094
1659494408.130032,178.98692907141842
1659494409.130032,230.35207942478058
1659494410.130032,142.5005506630003
1659494411.130032,210.0034923979538
1659494412.130032,163.72144800056796
1659494413.130032,283.02591135638306
1659494414.130032,244.74193490435812
1659494415.130032,222.34177986804738
1659494416.130032,210.7713636065133
1659494417.130032,163.57088762103083
1659494418.130032,75.69002016742098
1659494419.130032,75.69002016742098
1659494420.130032,75.69002016742098
1659494421.130032,75.69002016742098
1659494422.130032,60.03500486772322
1659494423.130032,234.98063643193092
1659494424.130032,157.44942632829142
1659494425.130032,40.869193834826916
1659494426.130032,40.869193834826916
1659494427.130032,40.869193834826916
1659494428.130032,40.869193834826916
1659494429.130032,40.869193834826916
1659494430.130032,40.869193834826916
1659494431.130032,40.869193834826916
1659494432.130032,40.869193834826916
1659494433.130032,40.869193834826916
1659494434.130032,20.776931046669635
1659494435.130032,290.25669857031835
1659494436.130032,292.98465415990734
1659494437.130032,309.27989100687387
1659494438.130032,250.97864829991465
1659494439.130032,87.03745024946694
1659494440.130032,87.03745024946694
1659494441.130032,87.03745024946694
1659494442.130032,142.918300130141
1659494443.130032,291.7637490224625
1659494444.130032,176.21715922133572
1659494445.130032,176.21715922133572
1659494446.130032,242.3377316615591
1659494447.130032,269.417264595438
1659494448.130032,234.76919832876234
1659494449.130032,282.6179051281014
1659494450.130032,46.798865945369734
1659494451.130032,46.798865945369734
1659494452.130032,46.798865945369734
1659494453.130032,46.798865945369734
1659494454.130032,46.798865945369734
1659494455.130032,46.798865945369734
1659494456.130032,46.798865945369734
1659494457.130032,46.798865945369734
1659494458.130032,52.984303588547554
1659494459.130032,137.5463119680475
1659494460.130032,137.5463119680475
1659494461.130032,125.23235514405802
1659494462.130032,62.550890598736174
1659494463.130032,62.550890598736174
1659494464.130032,62.550890598736174
1659494465.130032,62.550890598736174
1659494466.130032,62.550890598736174
1659494467.130032,40.64076930764037
1659494468.130032,107.24739386363717
1659494469.130032,107.24739386363717
1659494470.130032,107.24739386363717
1659494471.130032,40.895664383347416
1659494472.130032,68.58721148824559
1659494473.130032,68.58721148824559
1659494474.130032,68.58721148824559
1659494475.130032,68.58721148824559
1659494476.130032,68.58721148824559
1659494477.130032,67.92531928471956
1659494478.130032,67.75535101230614
1659494479.130032,67.75535101230614
1659494480.130032,67.75535101230614
1659494481.130032,67.75535101230614
1659494482.130032,104.82472963894476
1659494483.130032,135.77594223720197
1659494484.130032,135.77594223720197
1659494485.130032,158.8511573632588
1659494486.130032,163.52595452431063
1659494487.130032,128.16188955398417
1659494488.130032,102.77881002493673
1659494489.130032,102.77881002493673
1659494490.130032,96.27057850000355
1659494491.130032,128.73712282540654
1659494492.130032,128.73712282540654
1659494493.130032,106.64200059648827
1659494494.130032,44.121981593308135
1659494495.130032,44.121981593308135
1659494496.130032,44.121981593308135
1659494497.130032,44.121981593308135
1659494498.130032,44.121981593308135
1659494499.130032,44.121981593308135
1659494500.130032,44.121981593308135
1659494501.130032,44.121981593308135
1659494502.130032,44.121981593308135
1659494503.130032,106.31882460210574
1659494504.130032,147.592626946701
1659494505.130032,145.38278389398275
1659494506.130032,88.39188974234274
1659494507.130032,88.39188974234274
1659494508.130032,88.39188974234274
1659494509.130032,88.39188974234274
1659494510.130032,159.86412369617318
1659494511.130032,169.56227541382006
1659494512.130032,230.16709714532766
1659494513.130032,197.6070017027505
1659494514.130032,183.75722789427417
1659494515.130032,183.75722789427417
1659494516.130032,191.10726993983445
1659494517.130032,186.57526335097845
1659494518.130032,257.4408692822963
1659494519.130032,115.18873755335703
1659494520.130032,142.3455070215444
1659494521.130032,142.3455070215444
1659494522.130032,83.93798280901915
1659494523.130032,154.23684587632
1659494524.130032,154.23684587632
1659494525.130032,99.20812504723156
1659494526.130032,62.70019888928941
1659494527.130032,62.70019888928941
1659494528.130032,62.70019888928941
1659494529.130032,62.70019888928941
1659494530.130032,62.70019888928941
1659494531.130032,62.70019888928941
1659494532.130032,390.1891122175739
1659494533.130032,403.293739397015
1659494534.130032,422.9069027454222
1659494535.130032,585.6308275667587
1659494536.130032,426.33732289103796
1659494537.130032,289.48424918574653
1659494538.130032,222.70037883548864
1659494539.130032,376.4693090210313
1659494540.130032,238.59603003889856
1659494541.130032,165.3162767140843
1659494542.130032,68.53388709876229
1659494543.130032,68.53388709876229
1659494544.130032,68.53388709876229
1659494545.130032,68.53388709876229
1659494546.130032,68.53388709876229
1659494547.130032,68.53388709876229
1659494548.130032,150.66641339685285
1659494549.130032,262.7626433527295
1659494550.130032,238.22140047823157
1659494551.130032,188.8934305913521
1659494552.130032,273.88611099894564
1659494553.130032,189.4240762484727
1659494554.130032,141.4709870340183
1659494555.130032,137.04828498545723
1659494556.130032,204.05249053161765
1659494557.130032,166.73266797936893
1659494558.130032,246.64801285087668
1659494559.130032,227.5723021589566
1659494560.130032,208.10514413234836
1659494561.130032,227.7901552628273
1659494562.130032,203.02633445793342
1659494563.130032,315.1805182148122
1659494564.130032,108.36402052157769
1659494565.130032,51.82202343469647
1659494566.130032,51.82202343469647
1659494567.130032,51.82202343469647
1659494568.130032,51.82202343469647
1659494569.130032,51.82202343469647
1659494570.130032,51.82202343469647
1659494571.130032,51.82202343469647
1659494572.130032,78.1844491599512
1659494573.130032,127.49999698939402
1659494574.130032,104.85128270587174
1659494575.130032,179.50194161350694
1659494576.130032,179.50194161350694
1659494577.130032,127.87385287357209
1659494578.130032,126.13489261862158
1659494579.130032,116.93314346882565
1659494580.130032,252.66300398459276
1659494581.130032,188.15707467081486
1659494582.130032,120.22655026387208
1659494583.130032,120.22655026387208
1659494584.130032,130.00557003512733
1659494585.130032,147.6672810919776
1659494586.130032,147.6672810919776
1659494587.130032,188.9826548433087
1659494588.130032,199.5412471813306
1659494589.130032,209.2838982076761
1659494590.130032,215.1022086837824
1659494591.130032,264.0744233340187
1659494592.130032,136.00932376531043
1659494593.130032,63.350756440985656
1659494594.130032,63.350756440985656
1659494595.130032,63.350756440985656
1659494596.130032,63.350756440985656
1659494597.130032,63.350756440985656
1659494598.130032,63.350756440985656
1659494599.130032,384.4192081834356
1659494600.130032,379.62168910819344
1659494601.130032,476.5745028419166
1659494602.130032,331.3253957085016
1659494603.130032,109.56167236721234
1659494604.130032,109.56167236721234
1659494605.130032,98.61439221090957
1659494606.130032,409.02348595657674
1659494607.130032,97.69166326823004
1659494608.130032,97.69166326823004
1659494609.130032,97.69166326823004
1659494610.130032,332.2620944201171
1659494611.130032,327.48147347854604
1659494612.130032,103.18973694661238
1659494613.130032,30.950857390933354
1659494614.130032,30.950857390933354
1659494615.130032,30.950857390933354
1659494616.130032,30.950857390933354
1659494617.130032,30.950857390933354
1659494618.130032,30.950857390933354
1659494619.130032,30.950857390933354
1659494620.130032,30.950857390933354
1659494621.130032,30.950857390933354
1659494622.130032,30.950857390933354
1659494623.130032,30.950857390933354
1659494624.130032,30.950857390933354
1659494625.130032,181.10603591365623
1659494626.130032,223.18911634273215
1659494627.130032,244.32306946940486
1659494628.130032,253.83326381303056
1659494629.130032,262.674800786347
1659494630.130032,272.40369297130997
1659494631.130032,218.46138389217762
1659494632.130032,198.80537060646108
1659494633.130032,235.7332566838542
1659494634.130032,249.65999871277566
1659494635.130032,267.0179296334968
1659494636.130032,275.69947012175817
1659494637.130032,176.924071759249
1659494638.130032,93.21241455163295
1659494639.130032,93.21241455163295
1659494640.130032,93.21241455163295
1659494641.130032,52.52467119770641
1659494642.130032,28.263308160975097
1659494643.130032,28.263308160975097
1659494644.130032,28.263308160975097
1659494645.130032,28.263308160975097
1659494646.130032,28.263308160975097
1659494647.130032,28.263308160975097
1659494648.130032,28.263308160975097
1659494649.130032,28.263308160975097
1659494650.130032,28.263308160975097
1659494651.130032,28.263308160975097
1659494652.130032,28.263308160975097
1659494653.130032,28.263308160975097
1659494654.130032,28.263308160975097
1659494655.130032,131.9582679826244
1659494656.130032,209.8435192295039
1659494657.130032,72.01761813209764
1659494658.130032,34.32095880627783
1659494659.130032,34.32095880627783
1659494660.130032,34.32095880627783
1659494661.130032,34.32095880627783
1659494662.130032,34.32095880627783
1659494663.130032,34.32095880627783
1659494664.130032,34.32095880627783
1659494665.130032,34.32095880627783
1659494666.130032,34.32095880627783
1659494667.130032,139.5035118383756
1659494668.130032,171.162007098319
1659494669.130032,201.43987247973493
1659494670.130032,222.43874002545905
1659494671.130032,375.61636335938226
1659494672.130032,404.9352973334046
1659494673.130032,377.6632557462261
1659494674.130032,377.52505229273623
1659494675.130032,354.0113386365503
1659494676.130032,75.25381890772286
1659494677.130032,55.4694116753541
1659494678.130032,55.4694116753541
1659494679.130032,55.4694116753541
1659494680.130032,55.4694116753541
1659494681.130032,55.4694116753541
1659494682.130032,55.4694116753541
1659494683.130032,116.66471757898084
1659494684.130032,249.1862537902817
1659494685.130032,230.9681131598578
1659494686.130032,221.5748849158296
1659494687.130032,260.42462298165725
1659494688.130032,262.3502788619086
1659494689.130032,257.31563413302297
1659494690.130032,214.04548112078785
1659494691.130032,176.2664248840182
1659494692.130032,91.52736384396071
1659494693.130032,91.52736384396071
1659494694.130032,91.52736384396071
1659494695.130032,118.10851476497345
1659494696.130032,173.13500950920107
1659494697.130032,169.12267715105006
1659494698.130032,150.98405811783877
1659494699.130032,150.98405811783877
1659494700.130032,253.85012842622115
1659494701.130032,185.32864758546776
1659494702.130032,56.70653751136663
1659494703.130032,56.70653751136663
1659494704.130032,56.70653751136663
1659494705.130032,56.70653751136663
1659494706.130032,56.70653751136663
1659494707.130032,56.70653751136663
1659494708.130032,56.70653751136663
1659494709.130032,356.42539625221735
1659494710.130032,389.3495757117975
1659494711.130032,303.46822194663946
1659494712.130032,325.12686919620535
1659494713.130032,378.3199720066705
1659494714.130032,355.6217359922699
1659494715.130032,266.9851312812579
1659494716.130032,126.75345553662784
1659494717.130032,126.75345553662784
1659494718.130032,122.09112276142339
1659494719.130032,326.93321365693123
1659494720.130032,348.8697601677449
1659494721.130032,135.2231543639192
1659494722.130032,59.927330636157876
1659494723.130032,59.927330636157876
1659494724.130032,59.927330636157876
1659494725.130032,59.927330636157876
1659494726.130032,59.927330636157876
1659494727.130032,59.927330636157876
1659494728.130032,358.2645931307192
1659494729.130032,210.49731949293053
1659494730.130032,202.20624566887963
1659494731.130032,217.97015618675863
1659494732.130032,166.28007587599575
1659494733.130032,72.04263192676335
1659494734.130032,72.04263192676335
1659494735.130032,72.04263192676335
1659494736.130032,72.04263192676335
1659494737.130032,163.78152772165143
1659494738.130032,364.6919443843463
1659494739.130032,286.1827152137943
1659494740.130032,300.7368287469792
1659494741.130032,167.00453111822088
1659494742.130032,91.01544970492104
1659494743.130032,91.01544970492104
1659494744.130032,91.01544970492104
1659494745.130032,95.90670025140544
1659494746.130032,101.49902467733757
1659494747.130032,101.49902467733757
1659494748.130032,101.49902467733757
1659494749.130032,76.67822700668556
1659494750.130032,66.84883639109005
1659494751.130032,66.84883639109005
1659494752.130032,66.84883639109005
1659494753.130032,66.84883639109005
1659494754.130032,66.84883639109005
1659494755.130032,52.45133562297949
