,loss,val_loss
0,12802875392.0,26560575488.0
1,12802753536.0,26560399360.0
2,12802621440.0,26560206848.0
3,12802472960.0,26559997952.0
4,12802308096.0,26559744000.0
5,12802111488.0,26559457280.0
6,12801886208.0,26559131648.0
7,12801629184.0,26558744576.0
8,12801331200.0,26558314496.0
9,12800997376.0,26557829120.0
